"Indicator.Code","Indicator.Name"
"UIS.NAR.1.Q3.GPI","UIS: Net attendance rate, primary, middle quintile, gender parity index (GPI)"
"UIS.NAR.1.Q3.M","UIS: Net attendance rate, primary, middle quintile, male (%)"
"UIS.NAR.1.Q1","UIS: Net attendance rate, primary, poorest quintile, both sexes (%)"
"UIS.NAR.1.Q1.F","UIS: Net attendance rate, primary, poorest quintile, female (%)"
"UIS.NAR.1.Q1.GPI","UIS: Net attendance rate, primary, poorest quintile, gender parity index (GPI)"
"UIS.NAR.1.Q1.M","UIS: Net attendance rate, primary, poorest quintile, male (%)"
"UIS.NAR.1.Q5","UIS: Net attendance rate, primary, richest quintile, both sexes (%)"
"UIS.NAR.1.Q5.F","UIS: Net attendance rate, primary, richest quintile, female (%)"
"UIS.NAR.1.Q5.GPI","UIS: Net attendance rate, primary, richest quintile, gender parity index (GPI)"
"UIS.NAR.1.Q5.M","UIS: Net attendance rate, primary, richest quintile, male (%)"
"UIS.NAR.1.RUR","UIS: Net attendance rate, primary, rural, both sexes (%)"
"UIS.NAR.1.RUR.F","UIS: Net attendance rate, primary, rural, female (%)"
"UIS.NAR.1.RUR.GPI","UIS: Net attendance rate, primary, rural, gender parity index (GPI)"
"UIS.NAR.1.RUR.M","UIS: Net attendance rate, primary, rural, male (%)"
"UIS.NAR.1.Q2","UIS: Net attendance rate, primary, second quintile, both sexes (%)"
"UIS.NAR.1.Q2.F","UIS: Net attendance rate, primary, second quintile, female (%)"
"UIS.NAR.1.Q2.GPI","UIS: Net attendance rate, primary, second quintile, gender parity index (GPI)"
"UIS.NAR.1.Q2.M","UIS: Net attendance rate, primary, second quintile, male (%)"
"UIS.NAR.1.URB","UIS: Net attendance rate, primary, urban, both sexes (%)"
"UIS.NAR.1.URB.F","UIS: Net attendance rate, primary, urban, female (%)"
"UIS.NAR.1.URB.GPI","UIS: Net attendance rate, primary, urban, gender parity index (GPI)"
"UIS.NAR.1.URB.M","UIS: Net attendance rate, primary, urban, male (%)"
"UIS.EA.6.AG25T99.F","UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Female"
"UIS.EA.6.AG25T99.M","UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Male"
"UIS.EA.6.AG25T99","UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Total"
"UIS.EA.7.AG25T99.F","UIS: Percentage of population age 25+ with a completed master's or equivalent degree (ISCED 7). Female"
"UIS.EA.7.AG25T99.M","UIS: Percentage of population age 25+ with a completed master's or equivalent degree (ISCED 7). Male"
"UIS.EA.7.AG25T99","UIS: Percentage of population age 25+ with a completed master's or equivalent degree (ISCED 7). Total"
"UIS.EA.5.AG25T99.F","UIS: Percentage of population age 25+ with a completed short-cycle tertiary degree (ISCED 5). Female"
"UIS.EA.5.AG25T99.M","UIS: Percentage of population age 25+ with a completed short-cycle tertiary degree (ISCED 5). Male"
"UIS.EA.5.AG25T99","UIS: Percentage of population age 25+ with a completed short-cycle tertiary degree (ISCED 5). Total"
"UIS.EA.8.AG25T99.F","UIS: Percentage of population age 25+ with a doctoral degree or equivalent (ISCED 8). Female"
"UIS.EA.8.AG25T99.GPI","UIS: Percentage of population age 25+ with a doctoral degree or equivalent (ISCED 8). Gender Parity Index"
"UIS.EA.8.AG25T99.M","UIS: Percentage of population age 25+ with a doctoral degree or equivalent (ISCED 8). Male"
"UIS.EA.8.AG25T99","UIS: Percentage of population age 25+ with a doctoral degree or equivalent (ISCED 8). Total"
"UIS.EA.6T8.AG25T99.F","UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Female"
"UIS.EA.6T8.AG25T99.GPI","UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Gender Parity Index"
"UIS.EA.6T8.AG25T99.M","UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Male"
"UIS.EA.6T8.AG25T99","UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Total"
"UIS.EA.7T8.AG25T99.F","UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Female"
"UIS.EA.7T8.AG25T99.GPI","UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Gender Parity Index"
"UIS.EA.7T8.AG25T99.M","UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Male"
"UIS.EA.7T8.AG25T99","UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Total"
"UIS.EA.5T8.AG25T99.F","UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Female"
"UIS.EA.5T8.AG25T99.GPI","UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Gender Parity Index"
"UIS.EA.5T8.AG25T99.M","UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Male"
"UIS.EA.5T8.AG25T99","UIS: Percentage of population age 25+ with at least a completed short-cycle tertiary degree (ISCED 5 or higher). Total"
"UIS.EA.2T6.AG25T99.F","UIS: Percentage of population age 25+ with at least completed lower secondary education (ISCED 2 or higher). Female"
"UIS.EA.2T6.AG25T99.GPI","UIS: Percentage of population age 25+ with at least completed lower secondary education (ISCED 2 or higher). Gender Parity Index"
"UIS.EA.2T6.AG25T99.M","UIS: Percentage of population age 25+ with at least completed lower secondary education (ISCED 2 or higher). Male"
"UIS.EA.2T6.AG25T99","UIS: Percentage of population age 25+ with at least completed lower secondary education (ISCED 2 or higher). Total"
"UIS.EA.4T6.AG25T99.F","UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Female"
"UIS.EA.4T6.AG25T99.GPI","UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Gender Parity Index"
"UIS.EA.4T6.AG25T99.M","UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Male"
"UIS.EA.4T6.AG25T99","UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Total"
"UIS.EA.1T6.AG25T99.F","UIS: Percentage of population age 25+ with at least completed primary education (ISCED 1 or higher). Female"
"UIS.EA.1T6.AG25T99.GPI","UIS: Percentage of population age 25+ with at least completed primary education (ISCED 1 or higher). Gender Parity Index"
"UIS.EA.1T6.AG25T99.M","UIS: Percentage of population age 25+ with at least completed primary education (ISCED 1 or higher). Male"
"UIS.EA.1T6.AG25T99","UIS: Percentage of population age 25+ with at least completed primary education (ISCED 1 or higher). Total"
"UIS.EA.3T6.AG25T99.F","UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Female"
"UIS.EA.3T6.AG25T99.GPI","UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Gender Parity Index"
"UIS.EA.3T6.AG25T99.M","UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Male"
"UIS.EA.3T6.AG25T99","UIS: Percentage of population age 25+ with at least completed upper secondary education (ISCED 3 or higher). Total"
"UIS.EA.2.AG25T99.F","UIS: Percentage of population age 25+ with completed lower secondary education. Female"
"UIS.EA.2.AG25T99.M","UIS: Percentage of population age 25+ with completed lower secondary education. Male"
"UIS.EA.2.AG25T99","UIS: Percentage of population age 25+ with completed lower secondary education. Total"
"UIS.EA.4.AG25T99.F","UIS: Percentage of population age 25+ with completed post-secondary education. Female"
"UIS.EA.4.AG25T99.M","UIS: Percentage of population age 25+ with completed post-secondary education. Male"
"UIS.EA.4.AG25T99","UIS: Percentage of population age 25+ with completed post-secondary education. Total"
"UIS.EA.1.AG25T99.F","UIS: Percentage of population age 25+ with completed primary education. Female"
"UIS.EA.1.AG25T99.M","UIS: Percentage of population age 25+ with completed primary education. Male"
"UIS.EA.1.AG25T99","UIS: Percentage of population age 25+ with completed primary education. Total"
"UIS.EA.3.AG25T99.F","UIS: Percentage of population age 25+ with completed upper secondary education. Female"
"UIS.EA.3.AG25T99.M","UIS: Percentage of population age 25+ with completed upper secondary education. Male"
"UIS.EA.3.AG25T99","UIS: Percentage of population age 25+ with completed upper secondary education. Total"
"UIS.EA.NS.AG25T99.F","UIS: Percentage of population age 25+ with no schooling. Female"
"UIS.EA.NS.AG25T99.M","UIS: Percentage of population age 25+ with no schooling. Male"
"UIS.EA.NS.AG25T99","UIS: Percentage of population age 25+ with no schooling. Total"
"UIS.EA.S1.AG25T99.F","UIS: Percentage of population age 25+ with some primary education. Female"
"UIS.EA.S1.AG25T99.M","UIS: Percentage of population age 25+ with some primary education. Male"
"UIS.EA.S1.AG25T99","UIS: Percentage of population age 25+ with some primary education. Total"
"UIS.EA.UK.AG25T99.F","UIS: Percentage of population age 25+ with unknown educational attainment. Female"
"UIS.EA.UK.AG25T99.M","UIS: Percentage of population age 25+ with unknown educational attainment. Male"
"UIS.EA.UK.AG25T99","UIS: Percentage of population age 25+ with unknown educational attainment. Total"
"UIS.ROFST.H.2","UIS: Rate of out-of-school adolescents of lower secondary school age, both sexes (household survey data) (%)"
"UIS.ROFST.H.2.F","UIS: Rate of out-of-school adolescents of lower secondary school age, female (household survey data) (%)"
"UIS.ROFST.H.2.Q4","UIS: Rate of out-of-school adolescents of lower secondary school age, fourth quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.2.Q4.F","UIS: Rate of out-of-school adolescents of lower secondary school age, fourth quintile, female (household survey data) (%)"
"UIS.ROFST.H.2.Q4.M","UIS: Rate of out-of-school adolescents of lower secondary school age, fourth quintile, male (household survey data) (%)"
"UIS.ROFST.H.2.M","UIS: Rate of out-of-school adolescents of lower secondary school age, male (household survey data) (%)"
"UIS.ROFST.H.2.Q3","UIS: Rate of out-of-school adolescents of lower secondary school age, middle quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.2.Q3.F","UIS: Rate of out-of-school adolescents of lower secondary school age, middle quintile, female (household survey data) (%)"
"UIS.ROFST.H.2.Q3.M","UIS: Rate of out-of-school adolescents of lower secondary school age, middle quintile, male (household survey data) (%)"
"UIS.ROFST.H.2.Q1","UIS: Rate of out-of-school adolescents of lower secondary school age, poorest quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.2.Q1.F","UIS: Rate of out-of-school adolescents of lower secondary school age, poorest quintile, female (household survey data) (%)"
"UIS.ROFST.H.2.Q1.M","UIS: Rate of out-of-school adolescents of lower secondary school age, poorest quintile, male (household survey data) (%)"
"UIS.ROFST.H.2.Q5","UIS: Rate of out-of-school adolescents of lower secondary school age, richest quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.2.Q5.F","UIS: Rate of out-of-school adolescents of lower secondary school age, richest quintile, female (household survey data) (%)"
"UIS.ROFST.H.2.Q5.M","UIS: Rate of out-of-school adolescents of lower secondary school age, richest quintile, male (household survey data) (%)"
"UIS.ROFST.H.2.RUR","UIS: Rate of out-of-school adolescents of lower secondary school age, rural, both sexes (household survey data) (%)"
"UIS.ROFST.H.2.RUR.F","UIS: Rate of out-of-school adolescents of lower secondary school age, rural, female (household survey data) (%)"
"UIS.ROFST.H.2.RUR.M","UIS: Rate of out-of-school adolescents of lower secondary school age, rural, male (household survey data) (%)"
"UIS.ROFST.H.2.Q2","UIS: Rate of out-of-school adolescents of lower secondary school age, second quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.2.Q2.F","UIS: Rate of out-of-school adolescents of lower secondary school age, second quintile, female (household survey data) (%)"
"UIS.ROFST.H.2.Q2.M","UIS: Rate of out-of-school adolescents of lower secondary school age, second quintile, male (household survey data) (%)"
"UIS.ROFST.H.2.URB","UIS: Rate of out-of-school adolescents of lower secondary school age, urban, both sexes (household survey data) (%)"
"UIS.ROFST.H.2.URB.F","UIS: Rate of out-of-school adolescents of lower secondary school age, urban, female (household survey data) (%)"
"UIS.ROFST.H.2.URB.M","UIS: Rate of out-of-school adolescents of lower secondary school age, urban, male (household survey data) (%)"
"UIS.ROFST.H.1","UIS: Rate of out-of-school children of primary school age, both sexes (household survey data) (%)"
"UIS.ROFST.H.1.F","UIS: Rate of out-of-school children of primary school age, female (household survey data) (%)"
"UIS.ROFST.H.1.Q4","UIS: Rate of out-of-school children of primary school age, fourth quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.1.Q4.F","UIS: Rate of out-of-school children of primary school age, fourth quintile, female (household survey data) (%)"
"UIS.ROFST.H.1.Q4.M","UIS: Rate of out-of-school children of primary school age, fourth quintile, male (household survey data) (%)"
"UIS.ROFST.H.1.M","UIS: Rate of out-of-school children of primary school age, male (household survey data) (%)"
"UIS.ROFST.H.1.Q3","UIS: Rate of out-of-school children of primary school age, middle quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.1.Q3.F","UIS: Rate of out-of-school children of primary school age, middle quintile, female (household survey data) (%)"
"UIS.ROFST.H.1.Q3.M","UIS: Rate of out-of-school children of primary school age, middle quintile, male (household survey data) (%)"
"UIS.ROFST.H.1.Q1","UIS: Rate of out-of-school children of primary school age, poorest quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.1.Q1.F","UIS: Rate of out-of-school children of primary school age, poorest quintile, female (household survey data) (%)"
"UIS.ROFST.H.1.Q1.M","UIS: Rate of out-of-school children of primary school age, poorest quintile, male (household survey data) (%)"
"UIS.ROFST.H.1.Q5","UIS: Rate of out-of-school children of primary school age, richest quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.1.Q5.F","UIS: Rate of out-of-school children of primary school age, richest quintile, female (household survey data) (%)"
"UIS.ROFST.H.1.Q5.M","UIS: Rate of out-of-school children of primary school age, richest quintile, male (household survey data) (%)"
"UIS.ROFST.H.1.RUR","UIS: Rate of out-of-school children of primary school age, rural, both sexes (household survey data) (%)"
"UIS.ROFST.H.1.RUR.F","UIS: Rate of out-of-school children of primary school age, rural, female (household survey data) (%)"
"UIS.ROFST.H.1.RUR.M","UIS: Rate of out-of-school children of primary school age, rural, male (household survey data) (%)"
"UIS.ROFST.H.1.Q2","UIS: Rate of out-of-school children of primary school age, second quintile, both sexes (household survey data) (%)"
"UIS.ROFST.H.1.Q2.F","UIS: Rate of out-of-school children of primary school age, second quintile, female (household survey data) (%)"
"UIS.ROFST.H.1.Q2.M","UIS: Rate of out-of-school children of primary school age, second quintile, male (household survey data) (%)"
"UIS.ROFST.H.1.URB","UIS: Rate of out-of-school children of primary school age, urban, both sexes (household survey data) (%)"
"UIS.ROFST.H.1.URB.F","UIS: Rate of out-of-school children of primary school age, urban, female (household survey data) (%)"
"UIS.ROFST.H.1.URB.M","UIS: Rate of out-of-school children of primary school age, urban, male (household survey data) (%)"
"UIS.NART.2","UIS: Total net attendance rate, lower secondary, both sexes (%)"
"UIS.NART.2.F","UIS: Total net attendance rate, lower secondary, female (%)"
